@relation 'mushroom-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2-3,6,10-11,16-18'

@attribute cap-shape {b,c,f,k,s,x}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute class {e,p}

@data
x,f,y,c,n,b,s,s,w,w,e,w,v,p,p
x,f,y,c,n,b,k,k,p,w,e,w,v,p,p
k,f,y,c,n,b,k,s,p,p,e,w,v,p,p
k,f,f,c,n,b,k,s,w,w,e,w,v,d,p
f,f,s,c,n,b,k,k,p,p,e,w,v,d,p
x,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,s,c,n,b,k,s,w,w,e,w,v,l,p
x,f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,f,y,c,n,b,k,k,w,w,e,w,v,d,p
x,f,s,c,n,b,k,s,w,w,e,w,v,p,p
k,f,n,w,b,p,s,k,w,w,p,w,n,g,e
k,f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,f,c,n,b,s,k,p,w,e,w,v,d,p
x,f,f,c,n,b,k,s,p,p,e,w,v,d,p
x,f,s,c,n,b,s,s,p,p,e,w,v,l,p
x,f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,f,y,c,n,b,k,s,w,p,e,w,v,l,p
f,f,s,c,n,b,s,s,w,p,e,w,v,l,p
x,f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,f,y,c,n,b,s,k,p,p,e,w,v,p,p
x,f,s,c,n,b,s,k,p,w,e,w,v,d,p
x,f,s,c,n,b,k,s,p,w,e,w,v,p,p
f,f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,f,c,n,b,s,s,w,w,e,w,v,d,p
f,f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,f,s,c,n,b,k,s,w,p,e,w,v,l,p
x,f,s,c,n,b,k,s,w,p,e,w,v,p,p
k,f,f,c,n,b,s,k,p,p,e,w,v,p,p
f,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,y,c,n,b,s,k,w,w,e,w,v,p,p
k,f,f,c,n,b,s,k,w,p,e,w,v,p,p
f,f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,f,s,c,n,b,k,k,p,w,e,w,v,p,p
x,f,n,c,b,n,s,s,o,o,p,b,v,l,e
x,f,y,c,n,b,s,s,p,w,e,w,v,l,p
k,f,y,c,n,b,s,s,p,w,e,w,v,l,p
f,f,f,c,n,b,s,k,w,p,e,w,v,d,p
f,f,y,c,n,b,k,s,w,w,e,w,v,d,p
x,f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,f,y,c,n,b,k,k,w,w,e,w,v,d,p
f,f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,f,f,c,n,b,s,s,p,w,e,w,v,l,p
x,f,f,c,n,b,s,k,w,p,e,w,v,l,p
x,f,s,c,n,b,s,k,w,w,e,w,v,p,p
x,f,y,c,n,b,s,s,p,p,e,w,v,p,p
x,f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,f,c,n,b,k,s,p,w,e,w,v,l,p
x,f,y,c,n,b,k,k,p,w,e,w,v,p,p
k,f,y,c,n,b,k,s,p,w,e,w,v,l,p
x,f,f,c,n,b,s,s,w,p,e,w,v,p,p
f,f,f,c,n,b,s,s,w,p,e,w,v,p,p
f,f,y,c,n,b,s,k,p,p,e,w,v,l,p
x,f,f,c,n,b,s,s,w,p,e,w,v,d,p
k,f,y,c,n,b,s,k,w,w,e,w,v,p,p
x,f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,s,c,n,b,s,s,p,w,e,w,v,d,p
f,f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,s,c,n,b,s,s,p,p,e,w,v,p,p
f,f,s,c,n,b,k,k,p,p,e,w,v,l,p
f,f,y,c,n,b,s,s,w,p,e,w,v,p,p
k,f,y,c,n,b,k,k,w,p,e,w,v,p,p
f,f,y,c,n,b,s,k,w,w,e,w,v,l,p
f,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,f,c,n,b,s,s,w,w,e,w,v,d,p
x,f,y,c,n,b,s,s,w,p,e,w,v,l,p
f,f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,f,s,c,n,b,k,k,w,w,e,w,v,d,p
x,f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,s,c,n,b,k,s,w,w,e,w,v,p,p
x,f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,f,y,c,n,b,s,s,p,p,e,w,v,p,p
x,f,n,w,b,p,s,k,w,w,p,w,n,g,e
k,f,y,c,n,b,k,k,p,w,e,w,v,p,p
x,f,s,c,n,b,k,s,w,w,e,w,v,p,p
x,f,s,c,n,b,s,s,w,w,e,w,v,p,p
x,f,s,c,n,b,s,s,w,p,e,w,v,d,p
f,f,s,c,n,b,k,k,p,w,e,w,v,l,p
k,f,f,c,n,b,s,s,p,p,e,w,v,l,p
x,f,f,c,n,b,k,s,p,w,e,w,v,d,p
x,f,s,c,n,b,s,k,w,w,e,w,v,d,p
k,f,y,c,n,b,k,s,p,p,e,w,v,d,p
x,f,f,c,n,b,k,k,p,w,e,w,v,l,p
k,f,f,c,n,b,k,s,p,w,e,w,v,p,p
x,f,f,c,n,b,s,k,w,w,e,w,v,p,p
x,f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,y,c,n,b,s,k,w,w,e,w,v,d,p
f,f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,f,y,c,n,b,k,s,p,w,e,w,v,p,p
x,f,s,c,n,b,k,s,w,p,e,w,v,l,p
x,f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,s,c,n,b,s,s,w,w,e,w,v,d,p
x,f,f,c,n,b,k,s,p,w,e,w,v,d,p
x,f,s,c,n,b,k,k,w,p,e,w,v,d,p
x,f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,f,f,c,n,b,k,s,p,p,e,w,v,p,p
x,f,s,c,n,b,s,k,w,w,e,w,v,p,p
x,f,y,c,n,b,s,k,p,w,e,w,v,d,p
x,f,s,c,n,b,s,k,w,p,e,w,v,l,p
x,f,y,c,n,b,s,k,w,p,e,w,v,l,p
x,f,y,c,n,b,s,k,w,p,e,w,v,d,p
x,f,s,c,n,b,k,s,p,w,e,w,v,l,p
f,f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,f,c,n,b,k,s,w,w,e,w,v,d,p
x,f,s,c,n,b,k,s,w,w,e,w,v,d,p
x,f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,f,s,c,n,b,k,s,w,p,e,w,v,l,p
x,f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,y,c,n,b,k,s,p,w,e,w,v,d,p
k,f,y,c,n,b,s,k,w,p,e,w,v,p,p
x,f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,f,y,c,n,b,k,s,w,p,e,w,v,p,p
k,f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,f,c,n,b,k,k,p,w,e,w,v,p,p
x,f,y,c,n,b,s,k,w,p,e,w,v,d,p
x,f,f,c,n,b,s,s,p,p,e,w,v,l,p
f,f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,f,s,c,n,b,s,k,p,w,e,w,v,p,p
x,f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,f,y,c,n,b,k,s,w,w,e,w,v,l,p
x,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,f,s,c,n,b,k,s,w,w,e,w,v,p,p
x,f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,f,y,c,n,b,s,s,p,p,e,w,v,l,p
k,f,s,c,n,b,s,k,w,w,e,w,v,d,p
x,f,f,c,n,b,s,s,p,w,e,w,v,p,p
x,f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,f,s,c,n,b,k,s,p,w,e,w,v,p,p
f,f,y,c,n,b,s,s,w,w,e,w,v,p,p
b,f,n,w,b,p,s,k,w,w,p,w,s,g,e
x,f,y,c,n,b,k,s,w,w,e,w,v,p,p
k,f,s,c,n,b,k,s,w,p,e,w,v,p,p
b,f,n,c,b,o,s,s,o,o,p,y,v,l,e
f,f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,s,c,n,b,k,k,p,w,e,w,v,d,p
x,f,s,c,n,b,s,k,w,p,e,w,v,d,p
x,f,s,c,n,b,k,s,p,p,e,w,v,d,p
k,f,m,c,b,w,k,y,c,c,n,w,c,d,p
x,f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,f,s,c,n,b,k,k,w,p,e,w,v,p,p
x,f,y,c,n,b,k,k,p,p,e,w,v,l,p
x,f,s,c,n,b,s,k,w,w,e,w,v,d,p
x,f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,f,f,c,n,b,s,s,p,w,e,w,v,l,p
f,f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,f,y,c,n,b,k,s,p,p,e,w,v,p,p
x,f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,f,s,c,n,b,s,k,w,p,e,w,v,d,p
f,f,y,c,n,b,s,k,p,w,e,w,v,l,p
x,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,s,c,n,b,k,s,p,p,e,w,v,p,p
f,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,f,c,n,b,k,s,p,w,e,w,v,p,p
x,f,y,c,n,b,k,k,w,w,e,w,v,p,p
x,f,f,c,n,b,k,k,p,p,e,w,v,d,p
k,f,s,c,n,b,s,s,w,w,e,w,v,p,p
x,f,f,c,n,b,s,s,w,w,e,w,v,l,p
x,f,y,c,n,b,s,s,p,w,e,w,v,d,p
x,f,y,c,n,b,k,k,p,w,e,w,v,d,p
x,f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,f,s,c,n,b,k,k,w,p,e,w,v,p,p
x,f,s,c,n,b,s,k,w,p,e,w,v,d,p
k,f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,f,y,c,n,b,s,s,w,w,e,w,v,d,p
f,f,f,c,n,b,k,k,w,w,e,w,v,d,p
f,f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,f,s,c,n,b,s,k,p,p,e,w,v,l,p
f,f,f,c,n,b,k,s,p,w,e,w,v,d,p
x,f,y,c,n,b,k,s,w,p,e,w,v,l,p
f,f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,f,c,n,b,s,k,p,p,e,w,v,p,p
x,f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,f,c,n,b,s,s,w,w,e,w,v,d,p
k,f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,y,c,n,b,k,s,w,w,e,w,v,p,p
f,f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,f,y,c,n,b,k,k,p,p,e,w,v,l,p
x,f,f,c,n,b,s,k,w,w,e,w,v,l,p
f,f,f,c,n,b,s,k,p,w,e,w,v,p,p
x,f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,f,s,c,n,b,s,s,p,w,e,w,v,d,p
x,f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,f,f,c,n,b,k,s,w,p,e,w,v,p,p
x,f,y,c,n,b,s,k,p,w,e,w,v,p,p
x,f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,f,s,c,n,b,s,k,w,w,e,w,v,d,p
x,f,f,c,n,b,s,k,p,w,e,w,v,l,p
x,f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,f,c,n,b,k,k,p,p,e,w,v,d,p
x,f,s,c,n,b,s,k,w,p,e,w,v,l,p
x,f,y,c,n,b,s,k,p,p,e,w,v,p,p
x,f,s,c,n,b,s,s,w,p,e,w,v,p,p
f,f,y,c,n,b,k,k,w,w,e,w,v,l,p
x,f,s,c,n,b,k,s,w,p,e,w,v,d,p
f,f,f,c,n,b,s,s,p,w,e,w,v,l,p
x,f,f,c,n,b,k,s,w,w,e,w,v,l,p
x,f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,f,y,c,n,b,k,s,w,w,e,w,v,d,p
x,f,s,c,n,b,s,k,p,p,e,w,v,d,p
f,f,y,c,n,b,k,k,w,p,e,w,v,l,p
x,f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,f,y,c,n,b,k,k,p,p,e,w,v,d,p
x,f,s,c,n,b,k,k,p,w,e,w,v,p,p
k,f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,f,y,c,n,b,s,s,w,w,e,w,v,l,p
x,f,f,c,n,b,s,s,p,p,e,w,v,l,p
f,f,y,c,n,b,s,s,w,w,e,w,v,p,p
x,f,s,c,n,b,k,k,p,w,e,w,v,d,p
f,f,y,c,n,b,k,s,p,p,e,w,v,d,p
x,f,n,w,b,g,k,k,w,w,p,w,s,g,e
x,f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,f,f,c,n,b,s,k,p,p,e,w,v,l,p
f,f,s,c,n,b,s,s,p,p,e,w,v,p,p
x,f,f,c,n,b,s,k,w,w,e,w,v,l,p
x,f,y,c,n,b,k,s,w,w,e,w,v,l,p
x,f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,y,c,n,b,k,s,w,w,e,w,v,d,p
b,f,n,w,b,w,s,s,w,w,p,w,s,g,e
f,f,s,c,n,b,k,s,w,p,e,w,v,d,p
f,f,f,c,n,b,s,k,p,p,e,w,v,d,p
f,f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,f,f,c,n,b,s,k,w,p,e,w,v,d,p
x,f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,f,s,c,n,b,s,s,w,w,e,w,v,l,p
x,f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,f,f,c,n,b,s,s,p,w,e,w,v,d,p
k,f,n,w,b,p,k,s,w,w,p,w,s,g,e
b,f,n,c,b,y,s,s,o,o,p,o,c,l,e
f,f,s,c,n,b,s,s,w,w,e,w,v,l,p
x,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,s,c,n,b,s,s,p,p,e,w,v,l,p
f,f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,y,c,n,b,s,s,p,w,e,w,v,l,p
f,f,f,c,n,b,s,s,p,p,e,w,v,d,p
f,f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,f,f,c,n,b,k,k,p,w,e,w,v,l,p
f,f,s,c,n,b,k,k,w,p,e,w,v,l,p
x,f,y,c,n,b,s,k,w,w,e,w,v,d,p
x,f,n,w,b,g,s,k,w,w,p,w,n,g,e
f,f,f,c,n,b,s,s,p,p,e,w,v,p,p
x,f,y,c,n,b,k,s,p,w,e,w,v,l,p
x,f,y,c,n,b,k,s,p,p,e,w,v,d,p
x,f,y,c,n,b,k,s,p,p,e,w,v,l,p
x,f,f,c,n,b,k,k,p,w,e,w,v,d,p
k,f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,f,y,c,n,b,k,k,w,p,e,w,v,p,p
x,f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,f,y,c,n,b,s,s,p,w,e,w,v,p,p
f,f,f,c,n,b,s,k,w,w,e,w,v,d,p
x,f,s,c,n,b,s,k,w,w,e,w,v,l,p
x,f,f,c,n,b,s,s,p,w,e,w,v,d,p
x,f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,f,f,c,n,b,s,s,w,p,e,w,v,d,p
f,f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,f,f,c,n,b,s,k,w,p,e,w,v,p,p
x,f,s,c,n,b,s,k,p,p,e,w,v,l,p
f,f,s,c,n,b,s,s,w,p,e,w,v,l,p
f,f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,f,y,c,n,b,k,k,p,w,e,w,v,l,p
x,f,s,c,n,b,k,k,w,w,e,w,v,l,p
f,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,f,c,n,b,s,s,w,w,e,w,v,l,p
f,f,y,c,n,b,k,s,p,p,e,w,v,p,p
k,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,y,c,n,b,s,s,w,w,e,w,v,l,p
x,f,s,c,n,b,k,s,p,p,e,w,v,p,p
x,f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,f,f,c,n,b,s,k,w,w,e,w,v,l,p
x,f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,f,f,c,n,b,s,s,w,p,e,w,v,l,p
f,f,y,c,n,b,k,k,p,p,e,w,v,d,p
f,f,y,c,n,b,s,k,p,p,e,w,v,l,p
x,f,s,c,n,b,s,s,w,w,e,w,v,p,p
x,f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,f,f,c,n,b,k,k,p,w,e,w,v,p,p
x,f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,f,s,c,n,b,k,k,p,w,e,w,v,p,p
k,f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,f,s,c,n,b,k,s,p,p,e,w,v,l,p
f,f,y,c,n,b,s,s,w,p,e,w,v,l,p
x,f,y,c,n,b,s,s,p,p,e,w,v,p,p
k,f,y,c,n,b,k,k,p,p,e,w,v,p,p
x,f,s,c,n,b,k,k,w,p,e,w,v,d,p
x,f,f,c,n,b,s,s,w,p,e,w,v,l,p
x,f,n,w,b,w,k,s,w,w,p,w,n,g,e
k,f,y,c,n,b,k,s,p,w,e,w,v,d,p
x,f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,f,s,c,n,b,s,s,w,p,e,w,v,p,p
x,f,s,c,n,b,k,k,w,w,e,w,v,p,p
f,f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,f,c,n,b,k,k,w,p,e,w,v,p,p
f,f,f,c,n,b,k,s,w,w,e,w,v,l,p
f,f,f,c,n,b,s,s,p,w,e,w,v,p,p
x,f,f,c,n,b,k,s,w,p,e,w,v,p,p
f,f,f,c,n,b,k,k,p,p,e,w,v,l,p
x,f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,f,f,c,n,b,k,s,w,w,e,w,v,p,p
k,f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,s,c,n,b,s,s,w,w,e,w,v,p,p
k,f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,f,f,c,n,b,k,k,p,w,e,w,v,l,p
b,f,n,c,b,n,s,s,o,o,p,o,c,l,e
x,f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,f,s,c,n,b,k,s,p,w,e,w,v,l,p
f,f,s,c,n,b,k,k,w,p,e,w,v,d,p
f,f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,f,f,c,n,b,k,k,w,w,e,w,v,p,p
k,f,m,c,b,w,k,y,c,c,n,w,c,d,p
x,f,f,c,n,b,k,k,w,w,e,w,v,p,p
f,f,s,c,n,b,k,k,w,w,e,w,v,l,p
k,f,y,c,n,b,k,s,w,p,e,w,v,d,p
f,f,f,c,n,b,s,s,w,p,e,w,v,p,p
k,f,n,w,b,g,k,k,w,w,p,w,s,g,e
f,f,y,c,n,b,k,s,p,p,e,w,v,l,p
f,f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,f,y,c,n,b,s,s,p,w,e,w,v,p,p
f,f,s,c,n,b,k,k,w,p,e,w,v,d,p
f,f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,f,y,c,n,b,k,k,p,w,e,w,v,p,p
x,f,f,c,n,b,k,s,w,p,e,w,v,d,p
f,f,f,c,n,b,k,s,p,p,e,w,v,p,p
x,f,f,c,n,b,s,k,p,p,e,w,v,p,p
x,f,f,c,n,b,s,k,p,p,e,w,v,l,p
x,f,y,c,n,b,s,k,w,w,e,w,v,l,p
f,f,y,c,n,b,k,k,w,p,e,w,v,d,p
x,f,y,c,n,b,k,s,p,w,e,w,v,d,p
x,f,s,c,n,b,s,s,w,p,e,w,v,p,p
f,f,f,c,n,b,k,s,p,w,e,w,v,l,p
x,f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,y,c,n,b,k,s,w,p,e,w,v,d,p
x,f,f,c,n,b,k,k,w,p,e,w,v,d,p
f,f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,f,f,c,n,b,k,s,w,w,e,w,v,p,p
f,f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,f,y,c,n,b,s,s,w,w,e,w,v,d,p
x,f,f,c,n,b,k,k,p,w,e,w,v,d,p
k,f,n,w,b,w,k,k,w,w,p,w,n,g,e
x,f,y,c,n,b,s,k,p,p,e,w,v,d,p
k,f,y,c,n,b,s,k,p,p,e,w,v,d,p
k,f,s,c,n,b,s,k,w,w,e,w,v,d,p
x,f,s,c,n,b,s,s,p,p,e,w,v,p,p
f,f,f,c,n,b,k,s,w,p,e,w,v,l,p
f,f,s,c,n,b,k,s,p,p,e,w,v,l,p
f,f,s,c,n,b,s,k,w,w,e,w,v,p,p
x,f,f,c,n,b,k,s,w,w,e,w,v,p,p
f,f,s,c,n,b,s,s,p,w,e,w,v,d,p
f,f,s,c,n,b,s,k,p,p,e,w,v,p,p
x,f,s,c,n,b,s,k,p,w,e,w,v,l,p
x,f,f,c,n,b,s,k,p,p,e,w,v,p,p
f,f,y,c,n,b,k,s,p,p,e,w,v,p,p
x,f,y,c,n,b,k,k,p,p,e,w,v,d,p
f,f,f,c,n,b,k,s,p,w,e,w,v,p,p
x,f,n,c,b,n,s,s,o,o,p,y,v,l,e
k,f,y,c,n,b,k,k,w,p,e,w,v,p,p
f,f,y,c,n,b,s,s,p,w,e,w,v,l,p
k,f,f,c,n,b,k,s,w,w,e,w,v,p,p
x,t,n,c,b,w,s,s,w,w,p,w,y,p,e
b,f,n,c,b,n,s,s,o,o,p,y,c,l,e
k,f,n,w,b,w,s,k,w,w,p,w,n,g,e
x,f,n,w,b,g,s,k,w,w,p,w,s,g,e
x,f,s,c,n,b,s,k,w,p,e,w,v,d,p
k,f,f,c,n,b,s,s,w,w,e,w,v,p,p
x,f,n,c,b,o,s,s,o,o,p,o,c,l,e
k,f,s,c,n,b,k,k,w,w,e,w,v,d,p
b,f,n,w,n,y,y,y,y,y,e,w,c,l,p
x,f,f,c,n,b,k,s,w,w,e,w,v,d,p
b,f,n,w,b,g,k,k,w,w,p,w,n,g,e
k,f,f,c,n,b,s,k,w,p,e,w,v,p,p
k,f,s,c,n,b,s,k,p,p,e,w,v,p,p
f,f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,f,y,c,n,b,k,s,p,w,e,w,v,p,p
f,f,s,c,n,b,k,k,w,p,e,w,v,d,p
k,f,n,w,b,w,s,k,w,w,p,w,s,g,e
k,f,s,c,n,b,s,s,w,w,e,w,v,p,p
k,f,y,c,n,b,k,s,p,p,e,w,v,d,p
f,f,f,c,n,b,k,s,w,w,e,w,v,l,p
b,f,n,w,b,p,k,k,w,w,p,w,n,g,e
f,f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,f,n,c,b,o,s,s,o,o,p,n,c,l,e
x,t,n,c,b,w,s,s,w,w,p,w,y,p,e
f,f,y,c,n,b,k,k,w,p,e,w,v,d,p
k,f,y,c,n,b,k,k,w,p,e,w,v,l,p
f,f,s,c,n,b,s,s,w,p,e,w,v,l,p
b,f,n,w,b,w,s,k,w,w,p,w,n,g,e
x,f,f,c,n,b,k,k,p,w,e,w,v,p,p
f,f,y,c,n,b,k,s,p,p,e,w,v,l,p
f,f,y,c,n,b,k,s,w,p,e,w,v,l,p
k,f,f,c,n,b,s,s,p,w,e,w,v,d,p
x,f,n,w,b,p,s,s,w,w,p,w,s,g,e
b,f,n,w,b,p,s,s,w,w,p,w,n,g,e
k,f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,f,y,c,n,b,s,k,w,w,e,w,v,l,p
f,t,n,c,b,w,s,s,w,w,p,w,v,p,e
k,f,s,c,n,b,s,s,p,p,e,w,v,d,p
k,f,y,c,n,b,s,k,w,p,e,w,v,l,p
f,f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,f,m,c,b,w,k,y,c,c,n,w,c,d,p
x,f,f,c,n,b,s,k,w,p,e,w,v,d,p
k,f,s,c,n,b,s,s,p,p,e,w,v,p,p
x,f,s,c,n,b,s,k,p,p,e,w,v,l,p
k,f,f,c,n,b,k,k,w,w,e,w,v,l,p
k,f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,f,f,c,n,b,s,s,w,w,e,w,v,p,p
x,f,n,w,b,w,s,s,w,w,p,w,s,g,e
k,f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,f,c,n,b,s,k,p,p,e,w,v,p,p
k,f,y,c,n,b,s,k,p,p,e,w,v,d,p
k,f,s,c,n,b,k,k,w,w,e,w,v,l,p
k,f,s,c,n,b,s,s,p,p,e,w,v,l,p
k,f,n,w,b,g,s,s,w,w,p,w,s,g,e
k,f,f,c,n,b,s,s,p,p,e,w,v,p,p
k,f,s,c,n,b,k,s,p,p,e,w,v,l,p
k,f,s,c,n,b,k,k,w,w,e,w,v,l,p
k,f,s,c,n,b,s,s,w,w,e,w,v,d,p
x,f,y,c,n,b,k,k,w,p,e,w,v,l,p
x,f,s,c,n,b,s,s,p,p,e,w,v,l,p
f,f,y,c,n,b,k,k,p,w,e,w,v,p,p
k,f,f,c,n,b,s,s,p,p,e,w,v,d,p
b,f,n,c,b,w,y,y,n,n,p,w,y,d,e
f,f,f,c,n,b,s,s,p,w,e,w,v,p,p
k,f,f,c,n,b,k,k,p,w,e,w,v,d,p
x,f,n,c,b,w,y,y,n,n,p,w,y,d,e
f,f,f,c,n,b,k,k,w,p,e,w,v,d,p
